,BD,D,C,L,Z1,Z2,Z3,Z4,Z5,WA,T,S,K,GBP,FPV,CU,A,SS
150,2.18,18.4,26.5,66.8,156.2071473,72.17142977,73.68214471,94.29642977,123.5321454,90.41550432,1.653571438,32.84014472,2.128571427,0.000132085,0,100,31.93392863,90.24784759
151,2,18.4,26.5,67,156.2071473,72.17142977,73.68214471,94.29642977,123.5321454,90.41550432,1.653571438,32.84014472,2.128571427,0.000132085,0,100,31.93392863,90.24784759
152,2.2,17.9,25.9,66.1,177.8571483,99.93571554,193.1642887,246.3357184,250.0107171,231.0297296,64.12142808,138.9196859,127.9821429,1508.166966,1797.133301,100,255.3178564,409.908383
153,2.19,18.5,27,68.7,175.5357181,99.88571521,191.9142897,245.1035761,250.3035747,255.1632761,66.92142841,139.365218,139.3928577,1377.947165,1949.266724,100,264.3357152,430.1776668
154,2.19,18.5,27,68.7,175.5357181,99.88571521,191.9142897,245.1035761,250.3035747,255.1632761,66.92142841,139.365218,139.3928577,1377.947165,1949.266724,100,264.3357152,430.1776668
155,2.2,17.9,25.8,66,191.642861,95.80000251,99.44285774,104.710716,107.1285738,0.057670926,0,0,0,6.09E-38,0,100,0,0
156,2.2,18,26,66.5,173.6857207,96.20000131,109.5321443,218.4607184,169.9500013,102.0316794,74.56785665,140.914196,108.7892854,1328.294996,1594.133301,53,291.4107132,301.9702279
157,,,,,173.6857207,96.20000131,109.5321443,218.4607184,169.9500013,102.0316794,74.56785665,140.914196,108.7892854,1328.294996,1594.133301,53,291.4107132,301.9702279
158,2.19,17.8,26,66,170.6000028,100.6607162,128.1857172,212.5535747,169.9071432,102.083098,76.07499995,141.251394,109.0499998,1318.180969,1594.133301,54,295.7732152,295.9782966
159,2.18,17.8,26,66,172.978575,92.71071706,111.5392873,218.2000029,170.0428581,104.0668384,74.15714237,141.871103,109.6571426,1308.287053,1594.133301,54,289.8267844,305.0399758
160,2.2,18.5,25.5,66.5,172.3785706,80.00000191,90.06428664,223.8035752,163.2714326,112.6243708,74.3928566,140.9412433,115.903571,1281.758898,1695.400024,54,290.2750015,321.9668557
161,2.2,18.6,28.3,66,169.314288,80.01071603,90.03571538,217.2464327,160.9107165,107.9794295,71.83214269,141.4740443,109.6071429,1261.055577,1594.133301,54,281.8392868,314.9997886
162,2.2,18.3,27,66,169.314288,80.01071603,90.03571538,217.2464327,160.9107165,107.9794295,71.83214269,141.4740443,109.6071429,1261.055577,1594.133301,54,281.8392868,314.9997886
163,2.2,19,28,65,170.6357182,79.96071652,90.04285758,223.6035739,162.1214327,108.0912969,72.46785709,142.3454012,110.2821426,1270.344548,1594.133301,54,282.8857138,314.9580917
164,2.2,18.5,29,66.5,170.6357182,79.96071652,90.04285758,223.6035739,162.1214327,108.0912969,72.46785709,142.3454012,110.2821426,1270.344548,1594.133301,54,282.8857138,314.9580917
165,2.1,18.2,26.5,70,172.0357132,80.06785965,90.06785801,216.575004,164.3035747,132.0546074,78.10357094,137.7473319,126.892858,1362.60607,1897.233359,58,304.6839305,334.027698
166,2.2,18.1,26.4,66.8,172.0357132,80.06785965,90.06785801,216.575004,164.3035747,132.0546074,78.10357094,137.7473319,126.892858,1362.60607,1897.233359,58,304.6839305,334.027698
167,2.15,18,27,69,172.0357132,80.06785965,90.06785801,216.575004,164.3035747,132.0546074,78.10357094,137.7473319,126.892858,1362.60607,1897.233359,58,304.6839305,334.027698
168,2.15,17.8,26.7,66.7,171.107145,79.98571614,90.07143021,210.607145,164.5214326,136.8947988,80.61071423,139.4119481,132.028571,1370.843436,1949.266724,58,312.7285712,335.1375525
169,2.1,18.2,26,68,171.107145,79.98571614,90.07143021,210.607145,164.5214326,136.8947988,80.61071423,139.4119481,132.028571,1370.843436,1949.266724,58,312.7285712,335.1375525
170,2.15,18,27,69,171.107145,79.98571614,90.07143021,210.607145,164.5214326,136.8947988,80.61071423,139.4119481,132.028571,1370.843436,1949.266724,58,312.7285712,335.1375525
171,2.2,18.21,26.4,66.8,170.8000047,79.98928779,90.28571483,227.8392901,167.8892888,132.0066654,76.40357154,141.0205678,133.2964298,1331.76069,1949.266724,64,297.2928576,360.9593146
172,2.2,18.5,29,70.5,170.8000047,79.98928779,90.28571483,227.8392901,167.8892888,132.0066654,76.40357154,141.0205678,133.2964298,1331.76069,1949.266724,64,297.2928576,360.9593146
173,2.18,17.8,26.7,67,170.8000047,79.98928779,90.28571483,227.8392901,167.8892888,132.0066654,76.40357154,141.0205678,133.2964298,1331.76069,1949.266724,64,297.2928576,360.9593146
174,2.2,18.5,29,68,174.0357181,99.90357317,195.1321455,244.0178604,250.0357176,228.9695571,66.4428572,140.1131755,135.3071409,1393.813947,1898.400024,100,263.2392851,419.9708535
175,2.2,18.3,27.3,67.2,174.0357181,99.90357317,195.1321455,244.0178604,250.0357176,228.9695571,66.4428572,140.1131755,135.3071409,1393.813947,1898.400024,100,263.2392851,419.9708535
176,2.19,18.2,27.4,67,172.6857164,100.0428592,192.3821466,245.3428617,250.4250025,239.9346766,65.60357121,137.4111546,133.3857144,1399.375698,1898.400024,100,260.4285731,420.0157612
177,2.2,17.4,26.3,67.3,172.6857164,100.0428592,192.3821466,245.3428617,250.4250025,239.9346766,65.60357121,137.4111546,133.3857144,1399.375698,1898.400024,100,260.4285731,420.0157612
178,2.1,17.5,27.5,68,169.7714326,100.2035738,195.3392884,242.6892885,250.4107176,231.8836768,66.62142849,140.0480772,135.4357142,1429.516057,1898.400024,100,263.5357165,419.9676459
179,2.2,17.8,28.5,68.5,169.7714326,100.2035738,195.3392884,242.6892885,250.4107176,231.8836768,66.62142849,140.0480772,135.4357142,1429.516057,1898.400024,100,263.5357165,419.9676459
180,2.1,18,29,67.5,174.500006,100.0357159,194.7785759,245.5000044,249.6428604,228.1010192,69.62499946,139.5027362,131.4928583,1461.263293,1847.533325,100,273.9124996,389.9213834
181,2.25,17.5,28,66.5,165.1000028,75.03571565,90.04285867,207.453574,170.1464293,106.8524145,72.87142808,142.2156944,103.6642851,1431.942592,1492.400024,52,283.7982156,299.7537351
182,2.2,17.7,28,70,165.1000028,75.03571565,90.04285867,207.453574,170.1464293,106.8524145,72.87142808,142.2156944,103.6642851,1431.942592,1492.400024,52,283.7982156,299.7537351
183,2.2,17.5,28.4,66.8,160.2285772,75.01428713,90.03928729,207.7785759,169.7642871,107.1435476,72.36428561,141.2431183,102.9607141,1428.006034,1492.400024,52,283.2678571,299.7409047
184,2.18,17.9,27.3,67.2,160.2285772,75.01428713,90.03928729,207.7785759,169.7642871,107.1435476,72.36428561,141.2431183,102.9607141,1428.006034,1492.400024,52,283.2678571,299.7409047
185,2.24,19,28,70,160.2285772,75.01428713,90.03928729,207.7785759,169.7642871,107.1435476,72.36428561,141.2431183,102.9607141,1428.006034,1492.400024,52,283.2678571,299.7409047
186,2.2,18.6,29.5,67.6,159.5714335,75.06428746,90.13571576,208.4035732,169.8714311,107.0594736,72.3214283,143.1635857,104.3571431,1427.293976,1492.400024,52,284.6678598,300.1482707
187,2.19,18.2,27.6,66.7,159.5714335,75.06428746,90.13571576,208.4035732,169.8714311,107.0594736,72.3214283,143.1635857,104.3571431,1427.293976,1492.400024,52,284.6678598,300.1482707
188,2.2,17.5,28,67,163.2928565,75.02143097,89.98928642,208.921432,169.9107159,113.1010246,74.44285665,144.0020147,111.8928574,1452.990718,1594.133301,52,290.7607138,310.0150746
189,2.2,18,29,68,163.2928565,75.02143097,89.98928642,208.921432,169.9107159,113.1010246,74.44285665,144.0020147,111.8928574,1452.990718,1594.133301,52,290.7607138,310.0150746
190,2.2,18.1,27.6,70.1,163.2928565,75.02143097,89.98928642,208.921432,169.9107159,113.1010246,74.44285665,144.0020147,111.8928574,1452.990718,1594.133301,52,290.7607138,310.0150746
191,2.15,17.8,26.4,67,164.4500035,75.08928735,90.02142879,210.5535736,170.0642875,127.878679,74.73928561,142.0089575,117.7500005,1481.163783,1695.400024,52,291.6303569,325.0654624
192,2.2,18.6,29.2,71,164.4500035,75.08928735,90.02142879,210.5535736,170.0642875,127.878679,74.73928561,142.0089575,117.7500005,1481.163783,1695.400024,52,291.6303569,325.0654624
193,2.2,18,29,68,165.0642875,75.04643004,89.92857252,215.6107178,170.064288,135.011807,76.02499989,141.6340343,124.3142861,1493.735465,1797.133301,55,295.6410697,338.0437099
194,2.2,17.5,29.5,68.8,165.0642875,75.04643004,89.92857252,215.6107178,170.064288,135.011807,76.02499989,141.6340343,124.3142861,1493.735465,1797.133301,55,295.6410697,338.0437099
195,2.17,18.5,27,68,167.3000009,75.03571619,90.59643037,195.7500016,169.9892862,118.3601952,81.32857186,139.9538394,115.3749997,1528.00092,1695.400024,50,314.7249996,293.9702911
196,2.14,17.6,29.5,68.5,167.12143,74.97857366,79.71428789,214.1142894,169.8750016,100.919257,74.02857127,145.6001723,105.7857143,1475.141013,1492.400024,50,289.2535716,295.0384489
197,2.15,18.1,28.3,69.4,166.8357146,75.03928757,90.06428691,204.5500036,170.025001,101.8989688,73.02857127,143.8119894,104.4750004,1468.984,1492.400024,50,286.0785708,295.0384489
198,2.19,18.5,27.2,67.2,166.8357146,75.03928757,90.06428691,204.5500036,170.025001,101.8989688,73.02857127,143.8119894,104.4750004,1468.984,1492.400024,50,286.0785708,295.0384489
199,2.2,17.8,27.4,68.2,179.2357145,90.29285785,89.98571478,216.7035746,160.1285755,126.9059143,73.56071418,144.16956,119.2107143,1474.255297,1691.766689,53,287.0500009,334.9932098
200,2.26,18.3,28.1,68,180.535717,90.05000114,89.9178584,212.450004,160.6071456,131.9656715,72.9928578,141.1167319,120.4678571,1468.601262,1746.266724,53,285.7196437,340.0517099
201,2.23,18.1,28.1,67.8,181.2714293,90.1142867,90.01785796,218.7000024,162.0928585,129.8110008,73.88571439,142.3510617,121.3928569,1469.943713,1746.266724,54,288.5267824,340.0741632
202,2.23,18.4,27,66.2,181.1928569,89.90357154,89.95000076,218.6571454,162.5500025,125.5558597,71.96428517,144.6001974,119.7357137,1458.238499,1695.400024,57.85714286,282.1071418,343.015601
203,2.17,17.9,26.4,67.5,181.1928569,89.90357154,89.95000076,218.6571454,162.5500025,125.5558597,71.96428517,144.6001974,119.7357137,1458.238499,1695.400024,57.85714286,282.1071418,343.015601
204,2.2,17.9,26.4,67.5,177.8214335,90.03928675,89.96785791,207.9035759,160.160717,104.9986065,74.44642857,143.5106577,110.9892853,1488.618718,1594.133301,53,291.6660712,305.9894376
205,2.24,18,27.3,66,180.7571444,89.88214384,89.98214313,205.0178599,162.146431,101.8670055,75.97500038,144.8884098,111.8571426,1509.125963,1594.133301,54,295.7767857,303.9493593
206,2.2,18.2,27.3,68.4,180.7571444,89.88214384,89.98214313,205.0178599,162.146431,101.8670055,75.97500038,144.8884098,111.8571426,1509.125963,1594.133301,54,295.7767857,303.9493593
207,2.18,17.7,26.2,67,184.1071478,92.73928779,89.48571559,123.6000001,160.0642907,160.2529128,20.73571423,134.4017547,40.23928547,638.3469129,476.9333496,54,123.1267847,399.971017
208,2.2,18.6,27.5,68.3,184.1071478,92.73928779,89.48571559,123.6000001,160.0642907,160.2529128,20.73571423,134.4017547,40.23928547,638.3469129,476.9333496,54,123.1267847,399.971017
209,2.2,17.4,28.6,67.6,183.1571465,90.04285731,89.98571505,203.3285746,161.3714305,110.0611409,76.24285752,145.1819142,112.6107145,1507.204415,1594.133301,59,296.6964286,304.9886551
210,2.2,18.1,26.8,67.9,183.1571465,90.04285731,89.98571505,203.3285746,161.3714305,110.0611409,76.24285752,145.1819142,112.6107145,1507.204415,1594.133301,59,296.6964286,304.9886551
211,2.2,17.5,31,69,182.2928603,90.02857263,90.07500104,209.9535757,160.7857181,129.9319,73.80357143,142.0095095,117.882143,1511.85859,1695.400024,60,288.4964316,329.9699925
212,2.28,17.5,28,66.7,182.2928603,90.02857263,90.07500104,209.9535757,160.7857181,129.9319,73.80357143,142.0095095,117.882143,1511.85859,1695.400024,60,288.4964316,329.9699925
213,2.2,17.6,26,67,158.7214317,72.5,71.73571614,83.86428806,99.18571445,0.044469148,0,0,0,6.89E-38,0,100,0,0
214,2.2,18.5,26,68,184.2928592,90.08214433,90.14643015,222.0928606,161.7071441,122.7925192,72.33928626,140.1382779,115.9892856,1304.521144,1695.400024,59,283.8928539,329.9122565
215,2.2,18.3,27.6,69.6,184.2928592,90.08214433,90.14643015,222.0928606,161.7071441,122.7925192,72.33928626,140.1382779,115.9892856,1304.521144,1695.400024,59,283.8928539,329.9122565
216,2.18,18.5,29,71.2,183.8428606,90.08928653,90.00000082,225.3392884,163.5000027,122.0907402,72.68571418,140.9445359,116.5428576,1315.492889,1695.400024,59,285.7089288,330.0630155
217,2.2,18,26,68,183.8428606,90.08928653,90.00000082,225.3392884,163.5000027,122.0907402,72.68571418,140.9445359,116.5428576,1315.492889,1695.400024,59,285.7089288,330.0630155
218,2.28,18.5,29.1,68.2,183.8428606,90.08928653,90.00000082,225.3392884,163.5000027,122.0907402,72.68571418,140.9445359,116.5428576,1315.492889,1695.400024,59,285.7089288,330.0630155
219,2.2,17.8,27.2,68.8,191.9714312,94.53928729,132.9750042,163.1785744,211.5214326,126.3250373,42.77142852,146.5716967,72.96428585,765.9911128,975.9333485,49.07142857,190.9678574,361.902371
220,2.23,18.2,28.4,69.1,191.9714312,94.53928729,132.9750042,163.1785744,211.5214326,126.3250373,42.77142852,146.5716967,72.96428585,765.9911128,975.9333485,49.07142857,190.9678574,361.902371
221,2.18,18.6,28,69.2,191.9714312,94.53928729,132.9750042,163.1785744,211.5214326,126.3250373,42.77142852,146.5716967,72.96428585,765.9911128,975.9333485,49.07142857,190.9678574,361.902371
222,2.1,18.1,25.6,69.3,427.3857247,448.2928608,452.9392896,443.0071487,451.3714338,0.059060587,0,0,0,7.01E-38,0,100,0,0
223,1.98,17.2,26.9,68.4,224.9777815,132.0518528,154.3925973,160.8222238,153.8333362,27.01325717,0.507407407,1.343289826,1.170370349,7.02E-38,0,100,21.47037026,77.7763005
224,2.2,18.6,29.3,70.2,224.9777815,132.0518528,154.3925973,160.8222238,153.8333362,27.01325717,0.507407407,1.343289826,1.170370349,7.02E-38,0,100,21.47037026,77.7763005
225,2.2,18.6,29.5,70.3,185.6214316,97.00714438,188.0821457,204.7678599,247.7642909,216.133261,35.49642863,111.9977354,65.63928577,933.2691214,1023.416678,100,165.0071422,386.7650332
226,2.16,17.9,25.6,66.2,190.9857178,99.98571696,189.9071459,240.1500032,250.0178615,224.0744787,73.40357127,140.3688218,135.4964286,1439.797067,1898.400024,100,287.7000002,380.0449622
227,2.2,18.5,28,68,190.9857178,99.98571696,189.9071459,240.1500032,250.0178615,224.0744787,73.40357127,140.3688218,135.4964286,1439.797067,1898.400024,100,287.7000002,380.0449622
228,2.23,18.6,29,69,189.3571439,100.1000017,192.2321472,240.11786,249.9678601,199.964556,63.68571431,141.1229079,115.2249998,1400.889282,1594.133301,100,253.3660709,373.9600034
229,2.2,18.5,28.5,68,184.9357158,100.0678586,190.0142899,239.8678622,249.8357168,205.0778155,67.99285752,138.4242069,113.3357146,1405.712206,1594.133301,100,267.7589253,344.9530334
230,2.2,18.5,27.6,68.9,167.0357154,99.18214335,99.82857186,149.9357158,164.4714312,89.00500025,65.92142882,141.4408515,101.9464288,1168.309269,1492.400024,47,261.2571455,319.9299807
231,2.2,18.2,24.7,66.7,166.9571451,98.03571674,100.0714313,150.7750026,164.3714311,89.03626714,66.03571429,141.7865323,102.1964278,1166.43702,1492.400024,47,260.9785723,319.9748873
232,2.2,18,25.5,68,166.9571451,98.03571674,100.0714313,150.7750026,164.3714311,89.03626714,66.03571429,141.7865323,102.1964278,1166.43702,1492.400024,47,260.9785723,319.9748873
233,2.2,19,27,69,166.9571451,98.03571674,100.0714313,150.7750026,164.3714311,89.03626714,66.03571429,141.7865323,102.1964278,1166.43702,1492.400024,47,260.9785723,319.9748873
234,2.1,18.3,26.9,68.7,167.6642881,97.95000158,100.0821446,150.9250031,164.950004,88.31642287,67.1071434,141.7100618,102.0964285,1170.932665,1492.400024,47,265.2910723,315.0896083
235,2.1,18.3,25.9,68.1,167.6642881,97.95000158,100.0821446,150.9250031,164.950004,88.31642287,67.1071434,141.7100618,102.0964285,1170.932665,1492.400024,47,265.2910723,315.0896083
236,2.2,18.2,27.9,70.1,167.6642881,97.95000158,100.0821446,150.9250031,164.950004,88.31642287,67.1071434,141.7100618,102.0964285,1170.932665,1492.400024,47,265.2910723,315.0896083
237,2.22,18.2,27.7,69.3,167.1499999,100.1142867,99.78214291,150.0357181,164.8821455,89.05294309,66.64285714,141.4788491,101.9750007,1182.52335,1492.400024,47,264.7464284,314.8490285
238,2.19,17.7,28.2,70.6,172.3857128,98.10714476,98.71428708,150.3821466,165.0607185,93.03362737,66.01071426,145.623861,105.2249998,1165.918095,1492.400024,49,261.9535719,326.1368299
239,2.2,18.1,26.9,69.6,169.6500043,101.239287,102.2357153,154.3357184,164.4642884,99.9402414,68.4250006,143.2627329,110.4714285,1200.094748,1594.133301,49,269.9125028,332.9563424
240,2.2,17.9,27.5,70.1,169.6500043,101.239287,102.2357153,154.3357184,164.4642884,99.9402414,68.4250006,143.2627329,110.4714285,1200.094748,1594.133301,49,269.9125028,332.9563424
241,2.21,17.7,27.7,70.2,171.5857152,100.2000016,98.36428724,150.9964322,163.9500046,92.97387096,66.7107138,143.6559917,103.8035714,1170.609379,1492.400024,49,261.8142864,326.0341851
242,2.2,18.4,26.8,68.6,171.5857152,100.2000016,98.36428724,150.9964322,163.9500046,92.97387096,66.7107138,143.6559917,103.8035714,1170.609379,1492.400024,49,261.8142864,326.0341851
243,2.2,19.5,30,72.5,171.5857152,100.2000016,98.36428724,150.9964322,163.9500046,92.97387096,66.7107138,143.6559917,103.8035714,1170.609379,1492.400024,49,261.8142864,326.0341851
244,2.2,18.1,27.3,68.8,171.3428568,100.2821451,100.2964314,149.9642884,164.6928602,90.02153642,63.97499943,142.2035855,102.6321427,1175.726205,1492.400024,51,253.6196442,334.9771707
245,2.2,18,28,67,171.3428568,100.2821451,100.2964314,149.9642884,164.6928602,90.02153642,63.97499943,142.2035855,102.6321427,1175.726205,1492.400024,51,253.6196442,334.9771707
246,2.2,18.5,28.5,68.5,171.3428568,100.2821451,100.2964314,149.9642884,164.6928602,90.02153642,63.97499943,142.2035855,102.6321427,1175.726205,1492.400024,51,253.6196442,334.9771707
247,3.15,18.5,26,67,171.3428568,100.2821451,100.2964314,149.9642884,164.6928602,90.02153642,63.97499943,142.2035855,102.6321427,1175.726205,1492.400024,51,253.6196442,334.9771707
248,2.21,18.6,27.9,69.1,171.3428568,100.2821451,100.2964314,149.9642884,164.6928602,90.02153642,63.97499943,142.2035855,102.6321427,1175.726205,1492.400024,51,253.6196442,334.9771707
249,2.2,18.9,28.8,67,171.3428568,100.2821451,100.2964314,149.9642884,164.6928602,90.02153642,63.97499943,142.2035855,102.6321427,1175.726205,1492.400024,51,253.6196442,334.9771707
250,2.23,18.3,26.8,66.7,171.3428568,100.2821451,100.2964314,149.9642884,164.6928602,90.02153642,63.97499943,142.2035855,102.6321427,1175.726205,1492.400024,51,253.6196442,334.9771707
251,2.2,18,28,67,170.5142893,99.22500147,99.83571543,150.0071455,164.9285742,89.94441005,64.58214283,143.13537,103.2321429,1170.837943,1492.400024,51,254.6303564,334.9450945
252,2.2,18.1,29.4,71.3,170.5142893,99.22500147,99.83571543,150.0071455,164.9285742,89.94441005,64.58214283,143.13537,103.2321429,1170.837943,1492.400024,51,254.6303564,334.9450945
253,2.23,17.9,27.3,67.8,170.5142893,99.22500147,99.83571543,150.0071455,164.9285742,89.94441005,64.58214283,143.13537,103.2321429,1170.837943,1492.400024,51,254.6303564,334.9450945
254,2.18,18.5,28.5,69.5,170.5142893,99.22500147,99.83571543,150.0071455,164.9285742,89.94441005,64.58214283,143.13537,103.2321429,1170.837943,1492.400024,51,254.6303564,334.9450945
255,2.18,18.5,27.3,66.4,170.5142893,99.22500147,99.83571543,150.0071455,164.9285742,89.94441005,64.58214283,143.13537,103.2321429,1170.837943,1492.400024,51,254.6303564,334.9450945
256,2.2,17.8,27.6,68.3,170.5142893,99.22500147,99.83571543,150.0071455,164.9285742,89.94441005,64.58214283,143.13537,103.2321429,1170.837943,1492.400024,51,254.6303564,334.9450945
257,2.2,19,29.4,72,170.5142893,99.22500147,99.83571543,150.0071455,164.9285742,89.94441005,64.58214283,143.13537,103.2321429,1170.837943,1492.400024,51,254.6303564,334.9450945
258,2.3,18,26.5,67.5,170.5142893,99.22500147,99.83571543,150.0071455,164.9285742,89.94441005,64.58214283,143.13537,103.2321429,1170.837943,1492.400024,51,254.6303564,334.9450945
